instance_id,num_customers,num_charging_stations,total_distance,total_energy,total_time,num_vehicles,charging_stops,computation_time,max_time
c10_9,10,10,491.751101248616,125.28089041015377,19.670044049944643,4,0,0.0038237571716308594,8.136243704784805
c10_5,10,10,515.3911596575729,131.53806658642068,20.615646386302913,4,0,0.0013709068298339844,8.869975681501002
c10_8,10,10,477.1168233292497,119.38446989134428,19.084672933169987,5,0,0.005572080612182617,7.460156048878655
c10_4,10,10,463.4048939646839,117.12929477721315,18.536195758587354,4,0,0.00043392181396484375,6.500349590897816
c10_2,10,10,581.918515519331,146.31320817144803,23.27674062077324,4,0,0.0015301704406738281,8.456068695149316
c10_18,10,10,549.143662947329,137.38247864667693,21.96574651789316,5,0,0.006627082824707031,6.760802628022869
c10_13,10,10,469.9773730955079,119.73174711218284,18.799094923820313,4,0,0.005208015441894531,7.751831447107301
c10_1,10,10,481.1065464036949,121.17229671194649,19.2442618561478,4,0,0.004099845886230469,6.887108694603102
c20_3,20,10,649.7146017530629,166.37768708615857,28.261311342849787,4,1,0.028348207473754883,12.748927866465156
c20_20,20,10,618.5546790905876,157.10722385544506,24.742187163623502,4,0,0.02900409698486328,8.17844210543132
c20_17,20,10,658.621214331379,165.44788028404554,26.344848573255163,5,0,0.030247926712036133,7.139839895579402
c20_2,20,10,619.8417496590948,158.81837088428887,27.06639725909107,4,1,0.02061295509338379,12.56271541887585
c20_5,20,10,648.7731071392707,165.05489599554662,28.2236515582981,4,1,0.0010759830474853516,13.741203957193342
c20_9,20,10,740.7006959271808,191.72858945671285,34.17348238254178,4,2,0.0037660598754882812,20.34229751958898
c20_11,20,10,790.2068214039654,200.27002255217613,33.88100012888589,5,1,0.003975868225097656,15.138421694000687
c20_10,20,10,707.146173939924,181.96651548099788,30.55857423032423,4,1,0.0009648799896240234,15.701067867572466
c20_6,20,10,624.0527211877624,160.1478384605993,27.234836120237766,4,1,0.004922151565551758,13.214611732998673
c20_13,20,10,754.3042167699434,190.0858377967133,32.217623216252285,5,1,0.008925199508666992,12.775025720221704
c20_4,20,10,671.8343282450478,171.78571930559644,26.873373129801912,4,0,0.020887136459350586,8.661080570313581
c20_12,20,10,660.0325114536628,168.96641461038988,28.67402773087378,4,1,0.008647918701171875,12.323669181049656
c20_15,20,10,610.021573660104,157.62757139041418,26.673590219131434,4,1,0.011090993881225586,12.324191738607604
c20_7,20,10,697.6135517123325,179.7229277213815,30.177269341220573,4,1,0.020176172256469727,14.725800157416316
c20_14,20,10,711.9145394012138,181.00540629654813,30.749308848775826,4,1,0.004667997360229492,13.187307630530285
c20_19,20,10,690.4139529328586,170.67156125709755,27.616558117314344,6,0,0.018453121185302734,6.355789902369921
c20_8,20,10,585.8396890167166,149.98258475644747,23.433587560668666,4,0,0.033078908920288086,8.373333965488037
c20_1,20,10,639.9055091213195,164.15784929643533,27.868947637580057,4,1,0.027685880661010742,12.366767284732614
c20_16,20,10,755.7982469657211,192.8287610069741,32.50465715135611,5,1,0.050112009048461914,14.857988907115432
c20_18,20,10,661.3358954627586,170.19608087162945,28.726163091237616,4,1,0.01330709457397461,12.595884823084342
c50_7,50,10,1245.425864697656,321.18353670471777,52.089761860633516,8,1,0.0019140243530273438,14.613071652193026
c50_10,50,10,1324.875862223505,342.1336410465831,57.54048903439475,8,2,0.0021359920501708984,13.780374754168568
c50_6,50,10,1280.8762448622256,330.4243143447509,53.507777067216296,8,1,0.001878976821899414,13.198809491759901
c50_20,50,10,1279.9338892310466,332.2639325102733,55.742810114696404,8,2,0.001889944076538086,14.852901089735239
c50_1,50,10,1240.3842701198882,319.72034450586784,51.8880980775228,8,1,0.0017311573028564453,14.363236459241259
c50_16,50,10,1218.7389930636623,313.5324929103651,51.02228699527376,8,1,0.0018608570098876953,12.955028202636544
c50_18,50,10,1307.9405405983098,339.2522549657641,56.86307616938694,8,2,0.002450227737426758,14.66402701479716
c50_17,50,10,1260.2408948099717,322.037825930526,50.409635792398866,8,0,0.0017118453979492188,9.125597652338323
c50_11,50,10,1230.9947467699953,316.89655410253806,51.51251714352709,8,1,0.003620147705078125,13.112125281181893
c50_14,50,10,1249.8609426402422,322.21704887628295,52.267164978336965,8,1,0.00368499755859375,12.314576733651721
c50_2,50,10,1321.23111715489,340.2840488690689,55.121971958922884,8,1,0.0017049312591552734,14.244781526203546
